&copy; 2026 GitHub,&nbsp;Inc.#不可达
--tab-size-preference: 4;#不可达
<main id="js-repo-pjax-container" >#不可达
<meta charset="utf-8">#不可达
<meta data-hydrostats="publish">#不可达
<meta http-equiv="x-pjax-csp-version" content="f2311ccc2e94cef09d9c62c8c090301d08823a2fd66b86a913b7d968c86acb1a" data-turbo-track="reload">#不可达
<meta http-equiv="x-pjax-css-version" content="b7a4653359baeee3d827ca91d7c149e4962234557341efae58fad4aa5ce82a0a" data-turbo-track="reload">#不可达
<meta http-equiv="x-pjax-js-version" content="96efb01f6430a1ad6e22f9e0b8a04625dd76a461e93da809464e8d1f9c36c59c" data-turbo-track="reload">#不可达
<meta http-equiv="x-pjax-version" content="37045a1f63d0a2ad20afa416c72b63d666b66fb371c3e7720d263eb92dda33a7" data-turbo-track="reload">#不可达
<meta name="analytics-location" content="/&lt;user-name&gt;/&lt;repo-name&gt;/blob/show" data-turbo-transient="true" />#不可达
<meta name="apple-itunes-app" content="app-id=1477376905, app-argument=https://github.com/0o755/edgetunnel/blob/main/public/cfip.txt" />#不可达
<meta name="browser-errors-url" content="https://api.github.com/_private/browser/errors">#不可达
<meta name="browser-stats-url" content="https://api.github.com/_private/browser/stats">#不可达
<meta name="color-scheme" content="light dark" />#不可达
<meta name="current-catalog-service-hash" content="f3abb0cc802f3d7b95fc8762b94bdcb13bf39634c40c357301c4aa1d67a256fb">#不可达
<meta name="description" content="edgetunnel2 VLESS/Trojan 多功能面板. Contribute to 0o755/edgetunnel development by creating an account on GitHub.">#不可达
<meta name="disable-turbo" content="false">#不可达
<meta name="expected-hostname" content="github.com">#不可达
<meta name="fetch-nonce" content="v2:5e2d2034-ef3e-f3d0-8ce9-9892873d83cc">#不可达
<meta name="github-keyboard-shortcuts" content="repository,source-code,file-tree,copilot" data-turbo-transient="true" />#不可达
<meta name="go-import" content="github.com/0o755/edgetunnel git https://github.com/0o755/edgetunnel.git">#不可达
<meta name="google-site-verification" content="Apib7-x98H0j5cPqHWwSMm6dNU4GmODRoqxLiDzdx9I">#不可达
<meta name="hostname" content="github.com">#不可达
<meta name="hovercard-subject-tag" content="repository:1211574370" data-turbo-transient>#不可达
<meta name="octolytics-url" content="https://collector.github.com/github/collect" />#不可达
<meta name="react-import-map" content="react,react-dom,react-dom/client,react-dom/profiling,react-is,react-reconciler,react/compiler-runtime,react/jsx-dev-runtime,react/jsx-runtime,scheduler@777f63f87cd0" data-turbo-track="reload" />#不可达
<meta name="react-profiling" content="0" data-turbo-transient="true" />#不可达
<meta name="release" content="ee0d1b245383d5b08b4f8b7ecd18cda5bdccbbe4" data-turbo-track="reload">#不可达
<meta name="route-action" content="show" data-turbo-transient>#不可达
<meta name="route-controller" content="blob" data-turbo-transient>#不可达
<meta name="route-pattern" content="/:user_id/:repository/blob/*name(/*path)" data-turbo-transient>#不可达
<meta name="selected-link" value="repo_source" data-turbo-transient>#不可达
<meta name="theme-color" content="#1e2327">#不可达
<meta name="turbo-body-classes" content="logged-out env-production page-responsive">#不可达
<meta name="turbo-cache-control" content="no-cache" data-turbo-transient>#不可达
<meta name="turbo-cache-control" content="no-preview" data-turbo-transient="">#不可达
<meta name="ui-target" content="full">#不可达
<meta name="user-login" content="">#不可达
<meta name="viewport" content="width=device-width">#不可达
<meta property="fb:app_id" content="1401488693436528">#不可达
<nav aria-label="Footer">#不可达
<nav data-pjax="#js-repo-pjax-container" aria-label="Repository" data-view-component="true" class="js-repo-nav js-sidenav-container-pjax js-responsive-underlinenav overflow-hidden UnderlineNav px-3 tmp-px-3 px-md-4 tmp-px-md-4 px-lg-5 tmp-px-lg-5">#不可达
<path d="M13.78 4.22a.75.75 0 0 1 0 1.06l-7.25 7.25a.75.75 0 0 1-1.06 0L2.22 9.28a.751.751 0 0 1 .018-1.042.751.751 0 0 1 1.042-.018L6 10.94l6.72-6.72a.75.75 0 0 1 1.06 0Z"></path>#不可达
<path d="M8 0a8 8 0 1 1 0 16A8 8 0 0 1 8 0ZM1.5 8a6.5 6.5 0 1 0 13 0 6.5 6.5 0 0 0-13 0Zm4.879-2.773 4.264 2.559a.25.25 0 0 1 0 .428l-4.264 2.559A.25.25 0 0 1 6 10.559V5.442a.25.25 0 0 1 .379-.215Z"></path>#不可达
<path d="M8 9a1.5 1.5 0 1 0 0-3 1.5 1.5 0 0 0 0 3ZM1.5 9a1.5 1.5 0 1 0 0-3 1.5 1.5 0 0 0 0 3Zm13 0a1.5 1.5 0 1 0 0-3 1.5 1.5 0 0 0 0 3Z"></path>#不可达
<react-app#不可达
<react-partial#不可达
<script crossorigin="anonymous" type="module" src="https://github.githubassets.com/assets/behaviors-f18992dbb9345e7b.js" defer="defer"></script>#不可达
<script crossorigin="anonymous" type="module" src="https://github.githubassets.com/assets/code-menu-e333ef3cca1b9526.js" defer="defer"></script>#不可达
<script crossorigin="anonymous" type="module" src="https://github.githubassets.com/assets/code-view-bdd08a7c4b6a41ae.js" defer="defer"></script>#不可达
<script crossorigin="anonymous" type="module" src="https://github.githubassets.com/assets/element-registry-e87c875160a83f53.js" defer="defer"></script>#不可达
<script crossorigin="anonymous" type="module" src="https://github.githubassets.com/assets/environment-6301446d495cadb7.js" defer="defer"></script>#不可达
<script crossorigin="anonymous" type="module" src="https://github.githubassets.com/assets/github-elements-d5a098151cf3b06a.js" defer="defer"></script>#不可达
<script crossorigin="anonymous" type="module" src="https://github.githubassets.com/assets/high-contrast-cookie-e3d808ee18eb9784.js"></script>#不可达
<script crossorigin="anonymous" type="module" src="https://github.githubassets.com/assets/notifications-subscriptions-menu-bcafd20009b025c8.js" defer="defer"></script>#不可达
<script type="application/json" data-target="react-partial.embeddedData">{"props":{"docsUrl":"https://docs.github.com/get-started/accessibility/keyboard-shortcuts"}}</script>#不可达
<span class="ActionListItem-visual ActionListItem-visual--leading">#不可达
<span class="author flex-self-stretch" itemprop="author">#不可达
<span class="js-stale-session-flash-signed-in" hidden>You signed in with another tab or window. <a class="Link--inTextBlock" href="">Reload</a> to refresh your session.</span>#不可达
<span class="js-stale-session-flash-signed-out" hidden>You signed out in another tab or window. <a class="Link--inTextBlock" href="">Reload</a> to refresh your session.</span>#不可达
<span class="js-stale-session-flash-switched" hidden>You switched accounts on another tab or window. <a class="Link--inTextBlock" href="">Reload</a> to refresh your session.</span>#不可达
<span class="mx-1 flex-self-stretch color-fg-muted">/</span>#不可达
<span class="text-small lh-condensed-ultra no-wrap mt-1" data-repository-hovercards-enabled>#不可达
<span data-content="Actions">Actions</span>#不可达
<span data-content="Code">Code</span>#不可达
<span data-content="Insights">Insights</span>#不可达
<span data-content="Projects">Projects</span>#不可达
<span data-content="Pull requests">Pull requests</span>#不可达
<span data-content="Security and quality">Security and quality</span>#不可达
<span data-view-component="true" class="ActionListItem-label">#不可达
<span data-view-component="true" class="progress-pjax-loader Progress position-fixed width-full">#不可达
<span id="actions-repo-tab-count" data-pjax-replace="" data-turbo-replace="" title="Not available" data-view-component="true" class="Counter"></span>#不可达
<span id="code-repo-tab-count" data-pjax-replace="" data-turbo-replace="" title="Not available" data-view-component="true" class="Counter"></span>#不可达
<span id="insights-repo-tab-count" data-pjax-replace="" data-turbo-replace="" title="Not available" data-view-component="true" class="Counter"></span>#不可达
<span id="projects-repo-tab-count" data-pjax-replace="" data-turbo-replace="" title="Not available" data-view-component="true" class="Counter"></span>#不可达
<span id="pull-requests-repo-tab-count" data-pjax-replace="" data-turbo-replace="" title="0" hidden="hidden" data-view-component="true" class="Counter">0</span>#不可达
<span id="repo-network-counter" data-pjax-replace="true" data-turbo-replace="true" title="0" data-view-component="true" class="Counter">0</span>#不可达
<span id="security-and-quality-repo-tab-count" data-pjax-replace="" data-turbo-replace="" title="0" hidden="hidden" data-view-component="true" class="Counter">0</span>#不可达
<span style="width: 0%;" data-view-component="true" class="Progress-item progress-pjax-loader-bar left-0 top-0 color-bg-accent-emphasis"></span>#不可达
<span>#不可达
<span></span><span class="Label Label--secondary v-align-middle mr-1">Public template</span>#不可达
<strong itemprop="name" class="mr-2 flex-self-stretch">#不可达
<style type="text/css">#不可达
<summary role="button" aria-label="Close dialog"></summary>#不可达
<svg aria-hidden="true" data-component="Octicon" height="16" viewBox="0 0 16 16" version="1.1" width="16" data-view-component="true" class="octicon octicon-alert">#不可达
<svg aria-hidden="true" data-component="Octicon" height="16" viewBox="0 0 16 16" version="1.1" width="16" data-view-component="true" class="octicon octicon-check js-clipboard-check-icon color-fg-success d-none m-2 tmp-m-2">#不可达
<svg aria-hidden="true" data-component="Octicon" height="16" viewBox="0 0 16 16" version="1.1" width="16" data-view-component="true" class="octicon octicon-check js-clipboard-check-icon color-fg-success d-none">#不可达
<svg aria-hidden="true" data-component="Octicon" height="16" viewBox="0 0 16 16" version="1.1" width="16" data-view-component="true" class="octicon octicon-code UnderlineNav-octicon d-none d-sm-inline">#不可达
<svg aria-hidden="true" data-component="Octicon" height="16" viewBox="0 0 16 16" version="1.1" width="16" data-view-component="true" class="octicon octicon-code">#不可达
<svg aria-hidden="true" data-component="Octicon" height="16" viewBox="0 0 16 16" version="1.1" width="16" data-view-component="true" class="octicon octicon-copy js-clipboard-copy-icon m-2 tmp-m-2">#不可达
<svg aria-hidden="true" data-component="Octicon" height="16" viewBox="0 0 16 16" version="1.1" width="16" data-view-component="true" class="octicon octicon-copy js-clipboard-copy-icon">#不可达
<svg aria-hidden="true" data-component="Octicon" height="16" viewBox="0 0 16 16" version="1.1" width="16" data-view-component="true" class="octicon octicon-git-pull-request UnderlineNav-octicon d-none d-sm-inline">#不可达
<svg aria-hidden="true" data-component="Octicon" height="16" viewBox="0 0 16 16" version="1.1" width="16" data-view-component="true" class="octicon octicon-git-pull-request">#不可达
<svg aria-hidden="true" data-component="Octicon" height="16" viewBox="0 0 16 16" version="1.1" width="16" data-view-component="true" class="octicon octicon-graph UnderlineNav-octicon d-none d-sm-inline">#不可达
<svg aria-hidden="true" data-component="Octicon" height="16" viewBox="0 0 16 16" version="1.1" width="16" data-view-component="true" class="octicon octicon-graph">#不可达
<svg aria-hidden="true" data-component="Octicon" height="16" viewBox="0 0 16 16" version="1.1" width="16" data-view-component="true" class="octicon octicon-play UnderlineNav-octicon d-none d-sm-inline">#不可达
<svg aria-hidden="true" data-component="Octicon" height="16" viewBox="0 0 16 16" version="1.1" width="16" data-view-component="true" class="octicon octicon-play">#不可达
<svg aria-hidden="true" data-component="Octicon" height="16" viewBox="0 0 16 16" version="1.1" width="16" data-view-component="true" class="octicon octicon-repo-template color-fg-muted mr-2 tmp-mr-2">#不可达
<svg aria-hidden="true" data-component="Octicon" height="16" viewBox="0 0 16 16" version="1.1" width="16" data-view-component="true" class="octicon octicon-shield UnderlineNav-octicon d-none d-sm-inline">#不可达
<svg aria-hidden="true" data-component="Octicon" height="16" viewBox="0 0 16 16" version="1.1" width="16" data-view-component="true" class="octicon octicon-shield">#不可达
<svg aria-hidden="true" data-component="Octicon" height="16" viewBox="0 0 16 16" version="1.1" width="16" data-view-component="true" class="octicon octicon-table UnderlineNav-octicon d-none d-sm-inline">#不可达
<svg aria-hidden="true" data-component="Octicon" height="16" viewBox="0 0 16 16" version="1.1" width="16" data-view-component="true" class="octicon octicon-table">#不可达
<svg aria-hidden="true" data-component="Octicon" height="16" viewBox="0 0 16 16" version="1.1" width="16" data-view-component="true" class="octicon octicon-x">#不可达
<svg aria-hidden="true" data-component="Octicon" height="24" viewBox="0 0 24 24" version="1.1" width="24" data-view-component="true" class="octicon octicon-mark-github">#不可达
<template class="js-flash-template">#不可达
<template id="site-details-dialog">#不可达
<template id="snippet-clipboard-copy-button">#不可达
<template id="snippet-clipboard-copy-button-unpositioned">#不可达
<title>edgetunnel/public/cfip.txt at main · 0o755/edgetunnel · GitHub</title>#不可达
<turbo-frame id="repo-content-turbo-frame" target="_top" data-turbo-action="advance" class="">#不可达
<ul aria-labelledby="action-menu-81877a78-7ac5-4270-97a1-3afe2cbfc0d7-button" id="action-menu-81877a78-7ac5-4270-97a1-3afe2cbfc0d7-list" role="menu" data-view-component="true" class="ActionListWrap--inset ActionListWrap">#不可达
<ul class="list-style-none d-flex flex-justify-center flex-wrap mb-2 mb-lg-0" aria-labelledby="sr-footer-heading">#不可达
<ul class="pagehead-actions flex-shrink-0 d-none d-md-inline" style="padding: 2px 0;">#不可达
<ul data-view-component="true" class="UnderlineNav-body list-style-none">#不可达
>#不可达
></ghcc-consent>#不可达
Actions#不可达
Code#不可达
Do not share my personal information#不可达
Insights#不可达
Manage cookies#不可达
Projects#不可达
Pull requests#不可达
Security and quality#不可达
Star#不可达
You can’t perform that action at this time.#不可达
app-name="code-view"#不可达
asia.877774.xyz#⚡ 亚洲极速#不可达
cf.900501.xyz#不可达
cf.tencentapp.cn#不可达
cf.tencentapp.cn:443#大佬维护 | KTFF#不可达
class="Link--secondary underline-on-hover border-0 p-0 color-bg-transparent text-left"#不可达
class="Link--secondary underline-on-hover border-0 p-0 color-bg-transparent"#不可达
class="application-main "#不可达
cloudflare-dl.byoip.top#不可达
cloudflare.rainyfall.com#不可达
cmcc.877774.xyz#⚡ 移动极速#不可达
ct.877774.xyz#⚡ 电信极速#不可达
cu.877774.xyz#⚡ 联通极速#不可达
data-a11y-animated-images="system" data-a11y-link-underlines="true"#不可达
data-action="click:cookie-consent-link#showConsentManagement"#不可达
data-alternate="false"#不可达
data-analytics-event="{&quot;location&quot;:&quot;footer&quot;,&quot;action&quot;:&quot;cookies&quot;,&quot;context&quot;:&quot;subfooter&quot;,&quot;tag&quot;:&quot;link&quot;,&quot;label&quot;:&quot;cookies_link_subfooter_footer&quot;}"#不可达
data-attempted-ssr="false"#不可达
data-attempted-ssr="true"#不可达
data-color-mode="auto" data-light-theme="light" data-dark-theme="dark"#不可达
data-commit-hovercards-enabled#不可达
data-cookie-consent-required="false"#不可达
data-data-router-enabled="true"#不可达
data-discussion-hovercards-enabled#不可达
data-initial-cookie-consent-allowed=""#不可达
data-issue-and-pr-hovercards-enabled#不可达
data-lazy="false"#不可达
data-locale="en"#不可达
data-project-hovercards-enabled#不可达
data-react-profiling="false"#不可达
data-ssr="false"#不可达
data-ssr="true"#不可达
eur.877774.xyz#⚡ 欧洲极速#不可达
forked from <a data-hovercard-type="repository" data-hovercard-url="/cmliu/edgetunnel/hovercard" class="Link--inTextBlock" href="/cmliu/edgetunnel">cmliu/edgetunnel</a>#不可达
freeyx.cloudflare88.eu.org#不可达
hk.onecf.eu.org#不可达
https://edt-aio-nav.pages.dev:443#大佬维护 | MingYu#不可达
icook.hk#官方优选#不可达
icook.tw#官方优选#不可达
initial-path="/0o755/edgetunnel/blob/main/public/cfip.txt"#不可达
ips.meizitu.net#不可达
jp.isnow.pp.ua#不可达
jp.onecf.eu.org#不可达
lang="en"#不可达
mfa.gov.ua#乌克兰外交部#不可达
my-telegram-is-herocore.onecf.eu.org#不可达
na.877774.xyz#⚡ 美洲极速#不可达
nl.onecf.eu.org#不可达
partial-name="keyboard-shortcuts-dialog"#不可达
partial-name="marketing-header"#不可达
pre, code {#不可达
proxyip.sg.fxxk.dedyn.io#不可达
sg.onecf.eu.org#不可达
staticdelivery.nexusmods.com#NexusMods#不可达
store.ubi.com#Ubisoft#不可达
style="display: block; min-height: calc(100vh - 64px);"#不可达
tab-size: var(--tab-size-preference);#不可达
tencentapp.cn#不可达
time.is#官方优选#不可达
type="button"#不可达
us.onecf.eu.org#不可达
www.shopify.com#Shopify官方#不可达
www.visa.cn#Visa中国#不可达
youxuan.cf.090227.xyz#节点更新时间：2026/9/12/22:01 | 更新间隔：每10分钟1次#不可达
}#不可达
